Year,State,State abbr,Generation Region,value,Price (original),unit of value,unit of Price,Source,source link,other notes
2018,Maine,ME,NPCC,7.578256303,144.29,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=46",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Maine,ME,NPCC,8.094012605,154.11,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=47",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Massachusetts,MA,NPCC,3.56355042,67.85,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=48",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,Massachusetts,MA,NPCC,4.170168067,79.4,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=49",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,Massachusetts,MA,NPCC,4.010504202,76.36,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=50",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,Massachusetts,MA,NPCC,4.578256303,87.17,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=51",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,Massachusetts,MA,NPCC,3.976365546,75.71,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=52",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Massachusetts,MA,NPCC,4.193277311,79.84,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=53",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Massachusetts,MA,NPCC,3.882878151,73.93,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=54",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Massachusetts,MA,NPCC,3.574054622,68.05,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=55",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,Massachusetts,MA,NPCC,3.134978992,59.69,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=56",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,Massachusetts,MA,NPCC,2.845588235,54.18,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=57",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,Massachusetts,MA,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=58",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Massachusetts,MA,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=59",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,New Hampshire,NH,Region,4.772058824,90.86,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=60",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,New Hampshire,NH,Region,4.944852941,94.15,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=61",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,New Hampshire,NH,Region,5.157563025,98.2,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=62",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,New Hampshire,NH,Region,4.821428571,91.8,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=63",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,New Hampshire,NH,Region,5.565651261,105.97,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=64",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,New Hampshire,NH,Region,5.68960084,108.33,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=65",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,New Hampshire,NH,Region,5.6875,108.29,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=66",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,New Hampshire,NH,Region,5.12394958,97.56,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=67",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,New Hampshire,NH,Region,5.543592437,105.55,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=68",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,New Hampshire,NH,Region,5.199579832,99,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=69",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,New Hampshire,NH,Region,4.532037815,86.29,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=70",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,New Hampshire,NH,Region,4.090861345,77.89,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=71",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=72",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=73",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=74",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=75",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=76",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=77",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Rhode Island,RI,NPCC,3.364495798,64.06,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=78",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=79",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2016,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=80",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2017,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=81",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2018,Rhode Island,RI,NPCC,3.508928571,66.81,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=82",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2019,Rhode Island,RI,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=83",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2008,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=84",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2009,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=85",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2010,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=86",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2011,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=87",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2012,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=88",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2013,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=89",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2014,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=90",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
2015,Vermont,VT,NPCC,0,0,$/MMBtu,$/short ton,EIA Coal Power Prices,"https://www.eia.gov/coal/data/browser/#/topic/45?agg=1,0&geo=vvvvvvvvvvvvo&rank=g&linechart=COAL.SHIP_PLANT_PRICE.US-TOT.A&columnchart=COAL.SHIP_PLANT_PRICE.US-TOT.A&map=COAL.SHIP_PLANT_PRICE.US-TOT.A&freq=A&start=2008&end=2019&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=91",Conversion factor - 19.04 mmBtu/short ton from EIA https://www.eia.gov/outlooks/aeo/pdf/appg.pdf
