Date,Balancing Authority,Demand (MW),Net Generation (MW),Total Interchange (MW)
10/21/18,NYIS,362360,321703,-40657
10/21/18,SWPP,597029,618142,21110
10/22/18,CISO,587004,437255,-117661
10/22/18,ERCO,812828,816234,3397
10/22/18,FPL,346958,355265,8307
10/22/18,MISO,1618270,1554752,-72865
10/22/18,NYIS,399103,345753,-53350
10/22/18,SWPP,634508,637173,2666
10/23/18,CISO,597743,446377,-118261
10/23/18,ERCO,816219,818550,2326
10/23/18,FPL,347688,356039,8351
10/23/18,MISO,1619281,1534225,-94451
10/23/18,NYIS,392058,354687,-37371
10/23/18,SWPP,633758,627978,-5781
10/24/18,CISO,603631,444116,-126255
10/24/18,ERCO,831730,827755,-3983
10/24/18,FPL,351648,356940,5292
10/24/18,MISO,1635326,1557555,-91269
10/24/18,NYIS,396269,359845,-36424
10/24/18,SWPP,639333,638662,-675
10/25/18,CISO,613462,429202,-153064
10/25/18,ERCO,824524,824765,235
10/25/18,FPL,350354,345901,-4453
10/25/18,MISO,1645216,1586530,-69338
10/25/18,NYIS,398694,360517,-38177
10/25/18,SWPP,637731,619180,-18552
10/26/18,CISO,611466,420977,-158195
10/26/18,ERCO,828428,832206,3767
10/26/18,FPL,364644,362054,-2590
10/26/18,MISO,1610918,1525101,-95818
10/26/18,NYIS,398170,354114,-44056
10/26/18,SWPP,623425,602589,-20836
10/27/18,CISO,572199,388207,-149786
10/27/18,ERCO,818105,820695,2577
10/27/18,FPL,333849,335786,1937
10/27/18,MISO,1504898,1416681,-93182
10/27/18,NYIS,382117,347207,-34910
10/27/18,SWPP,595311,578618,-16687
10/28/18,CISO,541768,378081,-128803
10/28/18,ERCO,840235,833773,-6463
10/28/18,FPL,275688,281207,5519
10/28/18,MISO,1483243,1401492,-89246
10/28/18,NYIS,364472,327373,-37099
10/28/18,SWPP,582384,580768,-1617
10/29/18,CISO,593149,407124,-151471
10/29/18,ERCO,915942,915079,-871
10/29/18,FPL,291812,294253,2441
10/29/18,MISO,1643157,1543217,-111900
10/29/18,NYIS,398320,345663,-52657
10/29/18,SWPP,636068,635866,-203
10/30/18,CISO,593117,419196,-140003
10/30/18,ERCO,944131,943677,-456
10/30/18,FPL,308080,307892,-188
10/30/18,MISO,1653851,1546426,-120035
10/30/18,NYIS,397847,345863,-51984
10/30/18,SWPP,640675,649401,8729
10/31/18,CISO,590370,392863,-162966
10/31/18,ERCO,898806,900172,1369
10/31/18,FPL,318268,322050,3782
10/31/18,MISO,1638060,1530865,-120281
10/31/18,NYIS,397139,336857,-60282
10/31/18,SWPP,640800,642897,2099
11/1/18,CISO,601459,391978,-177139
11/1/18,ERCO,826443,824038,-2410
11/1/18,FPL,337566,339323,1757
11/1/18,MISO,1652946,1531539,-134622
11/1/18,NYIS,397981,325973,-72008
11/1/18,SWPP,649419,639725,-9694
11/2/18,CISO,609733,387885,-189741
11/2/18,ERCO,825086,824493,-591
11/2/18,FPL,344890,346484,1594
11/2/18,MISO,1630649,1518606,-125854
11/2/18,NYIS,402090,334193,-67897
11/2/18,SWPP,649201,655848,6645
11/3/18,CISO,560884,339021,-189380
11/3/18,ERCO,797178,791754,-5424
11/3/18,FPL,297644,299551,1907
11/3/18,MISO,1532053,1396221,-148077
11/3/18,NYIS,369477,330940,-38537
11/3/18,SWPP,616711,637584,20873
11/4/18,CISO,42458,23043,-15524
11/4/18,ERCO,821972,817743,-4140
11/4/18,FPL,326974,323863,-3047
11/4/18,MISO,1493092,1365246,-140344
11/4/18,NYIS,376431,328041,-48390
11/4/18,SWPP,630901,644871,13969
11/5/18,CISO,586823,400462,-154695
11/5/18,ERCO,896588,894117,-2472
11/5/18,FPL,359254,362603,3349
11/5/18,MISO,1637267,1518799,-133433
11/5/18,NYIS,405212,351304,-53908
11/5/18,SWPP,651586,662438,10850
11/6/18,CISO,581108,396771,-153443
11/6/18,ERCO,937894,929163,-8729
11/6/18,FPL,359067,362230,3163
11/6/18,MISO,1666053,1603775,-86382
11/6/18,NYIS,403086,352072,-51014
11/6/18,SWPP,659209,658303,-902
11/7/18,CISO,584012,441655,-109406
11/7/18,ERCO,956093,948335,-7753
11/7/18,FPL,0,361216,4849
11/7/18,MISO,1704832,1624716,-96540
11/7/18,NYIS,393667,344871,-48796
11/7/18,SWPP,673509,686774,13265
11/8/18,CISO,553776,431919,-89452
11/8/18,ERCO,881409,883151,1741
11/8/18,FPL,0,360825,1974
11/8/18,MISO,1737034,1644762,-103600
11/8/18,NYIS,397795,339345,-58450
11/8/18,SWPP,706683,695233,-11449
11/9/18,CISO,575843,434495,-107873
11/9/18,ERCO,867432,869450,2022
11/9/18,FPL,366408,367172,764
11/9/18,MISO,1759133,1692676,-83993
11/9/18,NYIS,409827,349557,-60270
11/9/18,SWPP,729331,721432,-7901
11/10/18,CISO,542702,384485,-124085
11/10/18,ERCO,0,0,0
11/10/18,FPL,350639,350746,107
11/10/18,MISO,1737151,1675771,-82758
11/10/18,NYIS,383067,338837,-44230
11/10/18,SWPP,730991,733217,2225
11/11/18,CISO,521826,379510,-108233
11/11/18,ERCO,0,0,0
11/11/18,FPL,342784,344083,1299
11/11/18,MISO,1658076,1607498,-68227
11/11/18,NYIS,379032,332439,-46593
11/11/18,SWPP,680799,689244,8449
11/12/18,CISO,575317,439316,-103219
11/12/18,ERCO,992392,995683,3293
11/12/18,FPL,360349,361937,1588
11/12/18,MISO,1796836,1750020,-70083
11/12/18,NYIS,409614,367505,-42109
11/12/18,SWPP,780346,776251,-4094
11/13/18,CISO,591527,442941,-114838
11/13/18,ERCO,1152779,1158863,6114
11/13/18,FPL,366398,365703,-695
11/13/18,MISO,1921997,1822415,-126767
11/13/18,NYIS,417479,369837,-47642
11/13/18,SWPP,802883,771866,-31018
11/14/18,CISO,597551,431114,-132294
11/14/18,ERCO,1122779,1119725,-3056
11/14/18,FPL,370093,369405,-688
11/14/18,MISO,1959961,1911091,-78702
11/14/18,NYIS,430004,385393,-44611
11/14/18,SWPP,776991,758396,-18596
11/15/18,CISO,592508,422941,-136479
11/15/18,ERCO,1009484,1010525,1044
11/15/18,FPL,335211,343479,8268
11/15/18,MISO,1904204,1876269,-56573
11/15/18,NYIS,448172,389849,-58323
11/15/18,SWPP,741199,728650,-12548
11/16/18,CISO,592834,382623,-175696
11/16/18,ERCO,906858,906151,-705
11/16/18,FPL,268107,274921,6814
11/16/18,MISO,1815775,1752107,-87080
11/16/18,NYIS,433276,376229,-57047
11/16/18,SWPP,696229,703437,7211
11/17/18,CISO,549083,352004,-161290
11/17/18,ERCO,833572,832945,-627
11/17/18,FPL,254103,255211,1108
11/17/18,MISO,1678661,1608460,-89041
11/17/18,NYIS,398110,355123,-42987
11/17/18,SWPP,684555,688214,3658
11/18/18,CISO,530722,364409,-130940
11/18/18,ERCO,867037,865372,-1667
11/18/18,FPL,295195,291037,-4158
11/18/18,MISO,1637580,1573469,-80054
11/18/18,NYIS,395205,346625,-48580
11/18/18,SWPP,714844,706449,-8396
11/19/18,CISO,592982,407292,-150719
11/19/18,ERCO,962195,958338,-3855
11/19/18,FPL,330938,325008,-5930
11/19/18,MISO,1778009,1710453,-90186
11/19/18,NYIS,418567,369686,-48881
11/19/18,SWPP,742943,738204,-4738
11/20/18,CISO,589730,406285,-148746
11/20/18,ERCO,938718,936714,-2004
11/20/18,FPL,327879,324764,-3115
11/20/18,MISO,1815180,1738041,-104123
11/20/18,NYIS,423647,370715,-52932
11/20/18,SWPP,733868,740640,6781
11/21/18,CISO,589138,392921,-160642
11/21/18,ERCO,942199,937837,-4357
11/21/18,FPL,309468,307197,-2271
11/21/18,MISO,1807892,1749629,-85764
11/21/18,NYIS,435914,375979,-59935
11/21/18,SWPP,709519,735763,26245
11/22/18,CISO,509156,333228,-140454
11/22/18,ERCO,831082,828048,-3034
11/22/18,FPL,288403,284818,-3585
11/22/18,MISO,1573613,1549535,-47223
11/22/18,NYIS,421683,371842,-49841
11/22/18,SWPP,632432,670522,38089
11/23/18,CISO,525988,323358,-169254
11/23/18,ERCO,795529,792601,-2927
11/23/18,FPL,290442,290407,-35
11/23/18,MISO,1556850,1538372,-45492
11/23/18,NYIS,436523,373110,-63413
11/23/18,SWPP,629677,658839,29164
11/24/18,CISO,519330,339962,-146325
11/24/18,ERCO,798481,799236,755
11/24/18,FPL,301434,296630,-4804
11/24/18,MISO,1516425,1472253,-65536
11/24/18,NYIS,409808,353998,-55810
11/24/18,SWPP,631461,655732,24272
11/25/18,CISO,511891,332918,-144662
11/25/18,ERCO,819532,815369,-4163
11/25/18,FPL,310316,308451,-1865
11/25/18,MISO,1564416,1518151,-73662
11/25/18,NYIS,385861,337346,-48515
11/25/18,SWPP,685173,708301,23128
11/26/18,CISO,576600,398303,-144063
11/26/18,ERCO,973065,973486,420
11/26/18,FPL,328995,326047,-2948
11/26/18,MISO,1864114,1807200,-87359
11/26/18,NYIS,423649,358481,-65168
11/26/18,SWPP,777970,777814,-154
11/27/18,CISO,585447,388899,-161330
11/27/18,ERCO,974067,977705,3645
11/27/18,FPL,281262,286023,4761
11/27/18,MISO,1964325,1891209,-103226
11/27/18,NYIS,430821,364426,-66395
11/27/18,SWPP,771966,779204,7240
11/28/18,CISO,586583,390047,-162613
11/28/18,ERCO,899831,905132,5303
11/28/18,FPL,280566,287039,6473
11/28/18,MISO,1934729,1888442,-85059
11/28/18,NYIS,438625,367709,-70916
11/28/18,SWPP,743950,754770,10822
11/29/18,CISO,592897,403353,-155513
11/29/18,ERCO,855713,858570,2851
11/29/18,FPL,286095,289188,3093
11/29/18,MISO,1806234,1762976,-78854
11/29/18,NYIS,433452,367046,-66406
11/29/18,SWPP,699383,705917,6535
11/30/18,CISO,579752,398054,-146388
11/30/18,ERCO,864648,870779,6135
11/30/18,FPL,259518,261072,1554
11/30/18,MISO,1726526,1631275,-125071
11/30/18,NYIS,430813,355617,-75196
11/30/18,SWPP,695400,706515,11116
12/1/18,CISO,549513,361733,-152647
12/1/18,ERCO,814508,812587,-1916
12/1/18,FPL,285968,289339,3371
12/1/18,MISO,1628244,1568033,-96479
12/1/18,NYIS,400234,331290,-68944
12/1/18,SWPP,664110,690511,26403
12/2/18,CISO,535281,352938,-146222
12/2/18,ERCO,806384,803995,-2391
12/2/18,FPL,323655,323450,-205
12/2/18,MISO,1599772,1527052,-107462
12/2/18,NYIS,391061,320877,-70184
12/2/18,SWPP,692150,707222,15075
12/3/18,CISO,588595,385124,-168483
12/3/18,ERCO,884507,884507,-79
12/3/18,FPL,348769,351567,2798
12/3/18,MISO,1791173,1696987,-124507
12/3/18,NYIS,415987,355946,-60041
12/3/18,SWPP,765648,773091,7440
12/4/18,CISO,603536,380341,-187543
12/4/18,ERCO,964030,967280,3254
12/4/18,FPL,332720,341017,8297
12/4/18,MISO,1869013,1795851,-105896
12/4/18,NYIS,434580,364488,-70092
12/4/18,SWPP,788859,772257,-16602
12/5/18,CISO,614538,394192,-185909
12/5/18,ERCO,981724,983060,1334
12/5/18,FPL,284012,302000,17988
12/5/18,MISO,1895448,1859608,-74679
12/5/18,NYIS,448083,385206,-62877
12/5/18,SWPP,774811,793964,19151
12/6/18,CISO,612847,387935,-188445
12/6/18,ERCO,933657,934729,1068
12/6/18,FPL,286620,302919,16299
12/6/18,MISO,1911529,1876180,-72725
12/6/18,NYIS,448897,388221,-60676
12/6/18,SWPP,768839,782482,13641
12/7/18,CISO,588335,363639,-189999
12/7/18,ERCO,958477,961046,2565
12/7/18,FPL,284212,293483,9271
12/7/18,MISO,1887334,1784447,-138475
12/7/18,NYIS,445298,372502,-72796
12/7/18,SWPP,782743,774842,-7900
12/8/18,CISO,546746,336069,-175326
12/8/18,ERCO,1009262,1009665,401
12/8/18,FPL,287035,294141,7106
12/8/18,MISO,1829652,1765718,-99345
12/8/18,NYIS,431916,377493,-54423
12/8/18,SWPP,769232,767148,-2082
12/9/18,CISO,540730,337973,-168496
12/9/18,ERCO,1008145,1010339,2179
12/9/18,FPL,297534,300226,2692
12/9/18,MISO,1824278,1745544,-111204
12/9/18,NYIS,424096,353713,-70383
12/9/18,SWPP,744664,732832,-11830
12/10/18,CISO,602247,373849,-194095
12/10/18,ERCO,1033881,1034375,477
12/10/18,FPL,285459,293413,7954
12/10/18,MISO,1963403,1892611,-105819
12/10/18,NYIS,449746,382039,-67707
12/10/18,SWPP,780672,773898,-6773
12/11/18,CISO,597670,373473,-189537
12/11/18,ERCO,1020345,1019168,-1194
12/11/18,FPL,283131,305379,22248
12/11/18,MISO,1942433,1849795,-128046
12/11/18,NYIS,455040,393100,-61940
12/11/18,SWPP,760059,781013,20956
12/12/18,CISO,595255,375048,-184760
12/12/18,ERCO,916421,916668,234
12/12/18,FPL,294098,307507,13409
12/12/18,MISO,1855036,1738885,-151113
12/12/18,NYIS,451102,393032,-58070
12/12/18,SWPP,720597,732667,12073
12/13/18,CISO,593130,381189,-177565
12/13/18,ERCO,898759,896127,-2644
12/13/18,FPL,283645,297677,14032
12/13/18,MISO,1784788,1681614,-138852
12/13/18,NYIS,454718,403169,-51549
12/13/18,SWPP,723104,757103,34000
12/14/18,CISO,600545,367418,-198235
12/14/18,ERCO,1032367,1031561,-815
12/14/18,FPL,306225,314293,8068
12/14/18,MISO,1755508,1622392,-165380
12/14/18,NYIS,433964,376404,-57560
12/14/18,SWPP,740970,766622,25651
12/15/18,CISO,542030,340616,-167649
12/15/18,ERCO,939167,938745,-432
12/15/18,FPL,291577,297893,6316
12/15/18,MISO,1696563,1564354,-165419
12/15/18,NYIS,400140,330484,-69656
12/15/18,SWPP,699386,710695,11308
12/16/18,CISO,536926,341094,-161644
12/16/18,ERCO,924162,923214,-960
12/16/18,FPL,278269,284290,6021
12/16/18,MISO,1644238,1565291,-110594
12/16/18,NYIS,408991,339477,-69514
12/16/18,SWPP,676683,687450,10775
12/17/18,CISO,575666,376866,-163882
12/17/18,ERCO,929645,927446,-2217
12/17/18,FPL,277006,283957,6951
12/17/18,MISO,1800541,1692356,-143860
12/17/18,NYIS,438198,364867,-73331
12/17/18,SWPP,724016,743804,19790
12/18/18,CISO,579367,358672,-186452
12/18/18,ERCO,935780,932469,-3332
12/18/18,FPL,285273,292123,6850
12/18/18,MISO,1819199,1727106,-127458
12/18/18,NYIS,453960,379464,-74496
12/18/18,SWPP,715417,731245,15830
12/19/18,CISO,586520,361162,-195376
12/19/18,ERCO,887618,885064,-2574
12/19/18,FPL,290574,297369,6795
12/19/18,MISO,1787831,1677376,-148253
12/19/18,NYIS,451482,376375,-75107
12/19/18,SWPP,714603,740174,25569
12/20/18,CISO,590428,372308,-185974
12/20/18,ERCO,920427,915218,-5230
12/20/18,FPL,303595,311201,7606
12/20/18,MISO,1781564,1665374,-155392
12/20/18,NYIS,440892,370140,-70752
12/20/18,SWPP,729861,770253,40390
12/21/18,CISO,582694,361046,-187989
12/21/18,ERCO,943209,936788,-6432
12/21/18,FPL,278156,285752,7596
12/21/18,MISO,1827995,1643586,-217445
12/21/18,NYIS,418891,350947,-67944
12/21/18,SWPP,728681,749688,21006
12/22/18,CISO,541213,340560,-165051
12/22/18,ERCO,865015,861986,-3043
12/22/18,FPL,275344,280427,5083
12/22/18,MISO,1712485,1553334,-192752
12/22/18,NYIS,402822,335985,-66837
12/22/18,SWPP,678615,708297,29684
12/23/18,CISO,484209,299307,-161822
12/23/18,ERCO,845901,843305,-2607
12/23/18,FPL,285962,291664,5702
12/23/18,MISO,1630155,1531964,-127809
12/23/18,NYIS,403902,331898,-72004
12/23/18,SWPP,667696,682181,14480
12/24/18,CISO,530123,339884,-155622
12/24/18,ERCO,881573,877551,-4029
12/24/18,FPL,283759,290125,6366
12/24/18,MISO,1621232,1493079,-154443
12/24/18,NYIS,411942,340409,-71533
12/24/18,SWPP,676857,703613,26754
12/25/18,CISO,496497,345213,-115779
12/25/18,ERCO,778077,776379,-1703
12/25/18,FPL,266057,272375,6318
12/25/18,MISO,1503923,1402458,-127937
12/25/18,NYIS,389492,324307,-65185
12/25/18,SWPP,621873,632906,11034
12/26/18,CISO,553645,358448,-161851
12/26/18,ERCO,830788,839317,8518
12/26/18,FPL,280070,288184,8114
12/26/18,MISO,1637655,1529341,-142591
12/26/18,NYIS,430513,352092,-78421
12/26/18,SWPP,668564,690843,22281
12/27/18,CISO,568922,387165,-147650
12/27/18,ERCO,848665,848375,-294
12/27/18,FPL,299155,305990,6835
12/27/18,MISO,1665119,1565356,-138222
12/27/18,NYIS,426693,350857,-75836
12/27/18,SWPP,698557,725243,26688
12/28/18,CISO,576042,378506,-163033
12/28/18,ERCO,946258,944716,-1551
12/28/18,FPL,321529,328858,7329
12/28/18,MISO,1696863,1571165,-161663
12/28/18,NYIS,416628,351492,-65136
12/28/18,SWPP,781797,794110,12315
12/29/18,CISO,549706,334359,-179997
12/29/18,ERCO,1003961,999417,-4552
12/29/18,FPL,320023,325279,5256
12/29/18,MISO,1729412,1563475,-199206
12/29/18,NYIS,389396,321267,-68129
12/29/18,SWPP,771764,772249,489
12/30/18,CISO,534075,337590,-161972
12/30/18,ERCO,1012974,1007933,-5053
12/30/18,FPL,306746,311810,5064
12/30/18,MISO,1662595,1544118,-153794
12/30/18,NYIS,402127,327954,-74173
12/30/18,SWPP,730433,748334,17898
12/31/18,CISO,559623,358985,-165391
12/31/18,ERCO,941958,941537,-431
12/31/18,FPL,317187,328076,10889
12/31/18,MISO,1631533,1531144,-135418
12/31/18,NYIS,414141,348114,-66027
12/31/18,SWPP,722131,735930,13797
1/1/19,CISO,523884,355258,-132939
1/1/19,ERCO,985428,986862,1422
1/1/19,FPL,306465,310126,3661
1/1/19,MISO,1621410,1488271,-165691
1/1/19,NYIS,380514,323994,-56520
1/1/19,SWPP,770881,768574,-2303
1/2/19,CISO,577034,376427,-169173
1/2/19,ERCO,1137156,1132345,-4817
1/2/19,FPL,320251,324091,3840
1/2/19,MISO,1817839,1673492,-181122
1/2/19,NYIS,430733,358862,-71871
1/2/19,SWPP,797159,787506,-9656
1/3/19,CISO,586904,363291,-195799
1/3/19,ERCO,1100758,1104612,3817
1/3/19,FPL,326898,330782,3884
1/3/19,MISO,1813491,1718220,-132355
1/3/19,NYIS,431709,368427,-63282
1/3/19,SWPP,772426,754441,-17984
1/4/19,CISO,578515,361785,-192119
1/4/19,ERCO,1013134,1016439,3293
1/4/19,FPL,323034,327457,4423
1/4/19,MISO,1784647,1671612,-149328
1/4/19,NYIS,424798,360192,-64606
1/4/19,SWPP,727966,716411,-11556
1/5/19,CISO,574609,338999,-204018
1/5/19,ERCO,903604,905098,1485
1/5/19,FPL,281731,285542,3811
1/5/19,MISO,1640732,1526673,-146090
1/5/19,NYIS,400156,329722,-70434
1/5/19,SWPP,674576,680555,5984
1/6/19,CISO,540314,324843,-187456
1/6/19,ERCO,837163,834229,-2946
1/6/19,FPL,264257,267030,2773
1/6/19,MISO,1606572,1481631,-161132
1/6/19,NYIS,398117,332791,-65326
1/6/19,SWPP,652321,703291,50965
1/7/19,CISO,553750,364222,-185261
1/7/19,ERCO,835975,839300,3313
1/7/19,FPL,288535,292281,3746
1/7/19,MISO,1689394,1594088,-133255
1/7/19,NYIS,454153,377447,-76706
1/7/19,SWPP,652871,666983,14116
1/8/19,CISO,572897,375573,-174502
1/8/19,ERCO,855810,859370,3547
1/8/19,FPL,290609,293779,3170
1/8/19,MISO,1694101,1567292,-166449
1/8/19,NYIS,435613,368496,-67117
1/8/19,SWPP,693074,699187,6116
1/9/19,CISO,574729,363788,-181039
1/9/19,ERCO,888973,893526,4542
1/9/19,FPL,278370,277785,-585
1/9/19,MISO,1847433,1710732,-174645
1/9/19,NYIS,432395,361337,-71058
1/9/19,SWPP,738362,738166,-196
1/10/19,CISO,560656,358159,-183088
1/10/19,ERCO,934787,937559,2761
1/10/19,FPL,285524,304701,19177
1/10/19,MISO,1920174,1832633,-126588
1/10/19,NYIS,454472,383459,-71013
1/10/19,SWPP,757114,771495,14385
1/11/19,CISO,573697,354308,-193503
1/11/19,ERCO,919555,922863,3294
1/11/19,FPL,290283,306289,16006
1/11/19,MISO,1875444,1826863,-83228
1/11/19,NYIS,467493,389440,-78053
1/11/19,SWPP,743171,751709,8540
1/12/19,CISO,530084,312729,-185202
1/12/19,ERCO,884261,886343,2071
1/12/19,FPL,271285,289778,18493
1/12/19,MISO,1726388,1677326,-78007
1/12/19,NYIS,443034,362700,-80334
1/12/19,SWPP,731330,748509,17183
1/13/19,CISO,496414,329858,-156178
1/13/19,ERCO,968948,965479,-3483
1/13/19,FPL,282933,301350,18417
1/13/19,MISO,1733585,1672751,-83976
1/13/19,NYIS,435061,361607,-73454
1/13/19,SWPP,738959,732863,-6096
1/14/19,CISO,588961,373139,-193017
1/14/19,ERCO,1048998,1050038,1022
1/14/19,FPL,282386,294473,12087
1/14/19,MISO,1913070,1859743,-77466
1/14/19,NYIS,467628,399429,-68199
1/14/19,SWPP,774254,770293,-3956
1/15/19,CISO,592677,384101,-182650
1/15/19,ERCO,1016275,1016750,461
1/15/19,FPL,281269,298555,17286
1/15/19,MISO,1916421,1867277,-79361
1/15/19,NYIS,461729,384215,-77514
1/15/19,SWPP,759107,750438,-8668
1/16/19,CISO,577129,380359,-173571
1/16/19,ERCO,932932,936030,3115
1/16/19,FPL,300716,321395,20679
1/16/19,MISO,1867430,1801889,-92246
1/16/19,NYIS,454576,383778,-70798
1/16/19,SWPP,745858,735839,-10018
1/17/19,CISO,564946,377441,-176076
1/17/19,ERCO,868227,869598,1363
1/17/19,FPL,299363,317227,17864
1/17/19,MISO,1825897,1774923,-78332
1/17/19,NYIS,463038,392083,-70955
1/17/19,SWPP,728696,718528,-10170
1/18/19,CISO,518965,356196,-170745
1/18/19,ERCO,885034,886018,967
1/18/19,FPL,276159,291161,15002
1/18/19,MISO,1814145,1751610,-86701
1/18/19,NYIS,452381,376160,-76221
1/18/19,SWPP,746883,757137,10252
1/19/19,CISO,481518,312599,-164770
1/19/19,ERCO,963148,966651,3492
1/19/19,FPL,271167,284273,13106
1/19/19,MISO,1791698,1713820,-101695
1/19/19,NYIS,435027,372329,-62698
1/19/19,SWPP,797804,796866,-940
1/20/19,CISO,466167,309767,-159528
1/20/19,ERCO,1028633,1026884,-1758
1/20/19,FPL,263093,274231,11138
1/20/19,MISO,1921643,1834886,-118143
1/20/19,NYIS,446246,371052,-75194
1/20/19,SWPP,788452,793071,4620
1/21/19,CISO,501708,374628,-142007
1/21/19,ERCO,998087,1003144,5048
1/21/19,FPL,309263,326789,17526
1/21/19,MISO,2052055,2028945,-66842
1/21/19,NYIS,513742,444338,-69404
1/21/19,SWPP,805636,819943,14309
1/22/19,CISO,550347,374195,-163667
1/22/19,ERCO,899469,905200,5720
1/22/19,FPL,287669,301850,14181
1/22/19,MISO,1922681,1866452,-87656
1/22/19,NYIS,500869,435923,-64946
1/22/19,SWPP,771423,781088,9667
1/23/19,CISO,547021,384517,-158310
1/23/19,ERCO,1076927,1082309,5363
1/23/19,FPL,280770,290092,9322
1/23/19,MISO,1876047,1779333,-126000
1/23/19,NYIS,465207,380600,-84607
1/23/19,SWPP,813127,797693,-15431
1/24/19,CISO,542349,388479,-147654
1/24/19,ERCO,1046634,1057362,10709
1/24/19,FPL,290600,300492,9892
1/24/19,MISO,2010808,1891085,-155848
1/24/19,NYIS,440886,361102,-79784
1/24/19,SWPP,820335,803986,-16347
1/25/19,CISO,539247,365513,-159279
1/25/19,ERCO,998492,1005740,7226
1/25/19,FPL,275636,287586,11950
1/25/19,MISO,2045102,1921245,-152775
1/25/19,NYIS,446931,388218,-58713
1/25/19,SWPP,820696,812963,-7737
1/26/19,CISO,483173,330555,-149609
1/26/19,ERCO,908041,913718,5662
1/26/19,FPL,286636,300636,14000
1/26/19,MISO,1879261,1788665,-112659
1/26/19,NYIS,434167,354424,-79743
1/26/19,SWPP,734542,729943,-4599
1/27/19,CISO,461532,307433,-149922
1/27/19,ERCO,876010,875641,-379
1/27/19,FPL,296459,306434,9975
1/27/19,MISO,1815041,1690622,-149995
1/27/19,NYIS,418584,329611,-88973
1/27/19,SWPP,710130,718441,8313
1/28/19,CISO,548187,358851,-167419
1/28/19,ERCO,926316,933527,7193
1/28/19,FPL,322653,332882,10229
1/28/19,MISO,1935031,1835436,-131224
1/28/19,NYIS,459961,372601,-87360
1/28/19,SWPP,777343,784719,7376
1/29/19,CISO,576977,369377,-155900
1/29/19,ERCO,1042892,1044681,1769
1/29/19,FPL,318060,332353,14293
1/29/19,MISO,2097430,1958937,-170884
1/29/19,NYIS,467725,382208,-85517
1/29/19,SWPP,841000,825977,-15020
1/30/19,CISO,574108,371556,-151235
1/30/19,ERCO,1049022,1062504,13459
1/30/19,FPL,302131,319564,17433
1/30/19,MISO,2205538,2053877,-189583
1/30/19,NYIS,486581,408983,-77598
1/30/19,SWPP,879622,867351,-12271
1/31/19,CISO,582466,370655,-160203
1/31/19,ERCO,969360,983183,13799
1/31/19,FPL,304009,329951,25942
1/31/19,MISO,2149248,2050302,-132324
1/31/19,NYIS,524262,447091,-77171
1/31/19,SWPP,825811,821392,-4422
2/1/19,CISO,565388,380080,-148209
2/1/19,ERCO,864285,873857,9555
2/1/19,FPL,280299,298867,18568
2/1/19,MISO,1921264,1832443,-112382
2/1/19,NYIS,509951,418405,-91546
2/1/19,SWPP,722729,724650,1923
2/2/19,CISO,532703,350781,-139435
2/2/19,ERCO,815509,815609,82
2/2/19,FPL,278283,287828,9545
2/2/19,MISO,1699534,1659317,-67414
2/2/19,NYIS,463806,369114,-94692
2/2/19,SWPP,652577,689536,36956
2/3/19,CISO,519672,357837,-132446
2/3/19,ERCO,799339,796198,-3148
2/3/19,FPL,284823,293671,8848
2/3/19,MISO,1565954,1493913,-99884
2/3/19,NYIS,411533,335890,-75643
2/3/19,SWPP,628403,662577,34172
2/4/19,CISO,579336,433466,-116071
2/4/19,ERCO,852910,851401,-1525
2/4/19,FPL,284762,293246,8484
2/4/19,MISO,1689083,1560339,-153914
2/4/19,NYIS,417144,341609,-75535
2/4/19,SWPP,699138,711964,12853
2/5/19,CISO,531881,484396,-73110
2/5/19,ERCO,863830,877546,13712
2/5/19,FPL,287691,292604,4913
2/5/19,MISO,1792880,1655823,-169032
2/5/19,NYIS,414351,346529,-67822
2/5/19,SWPP,758438,723631,-34804
2/6/19,CISO,486851,471041,-63989
2/6/19,ERCO,882115,894453,12323
2/6/19,FPL,285586,290047,4461
2/6/19,MISO,1783364,1677977,-134348
2/6/19,NYIS,429215,367379,-61836
2/6/19,SWPP,770795,755154,-15636
2/7/19,CISO,531677,445114,-111144
2/7/19,ERCO,920371,931774,11393
2/7/19,FPL,289503,295572,6069
2/7/19,MISO,1824031,1702220,-151587
2/7/19,NYIS,428102,365009,-63093
2/7/19,SWPP,837902,843602,5700
2/8/19,CISO,567276,412003,-135680
2/8/19,ERCO,1186916,1190908,3982
2/8/19,FPL,286936,303295,16359
2/8/19,MISO,2016098,1848643,-203644
2/8/19,NYIS,428577,375155,-53422
2/8/19,SWPP,868584,872764,4182
2/9/19,CISO,517108,362861,-144422
2/9/19,ERCO,1149259,1147309,-1962
2/9/19,FPL,273350,291277,17927
2/9/19,MISO,1915088,1847886,-99208
2/9/19,NYIS,433634,371755,-61879
2/9/19,SWPP,812013,832844,20834
2/10/19,CISO,480087,376787,-118310
