Natural Gas Type,Count Emissions from Building Well Infrastructure,Methane Leakage Parameter,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Shale,No,EDF (2.3%),Recovery,electricity,co2,,0.0000307,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas and Electric tab B220 and C220
Shale,Yes,EDF (2.3%),Recovery,electricity,co2,,0.0000307,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas and Electric tab B220 and C220
Conventional,No,EDF (2.3%),Processing,Diesel fuel,Diesel fuel,,2.72E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Conventional,Yes,EDF (2.3%),Processing,Diesel fuel,Diesel fuel,,2.72E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Conventional,No,EDF (2.3%),Recovery,Diesel fuel,Diesel fuel,,2.82E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Conventional,Yes,EDF (2.3%),Recovery,Diesel fuel,Diesel fuel,,2.82E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for conventional gas
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,Diesel fuel,Diesel fuel,,0.00274547,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,Diesel fuel,Diesel fuel,,0.00274547,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 39, 48% conventional, 52% shale"
Shale,No,EDF (2.3%),Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Shale,Yes,EDF (2.3%),Processing,Diesel fuel,Diesel fuel,,0.000272116,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Shale,No,EDF (2.3%),Recovery,Diesel fuel,Diesel fuel,,0.002680326,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Shale,Yes,EDF (2.3%),Recovery,Diesel fuel,Diesel fuel,,0.002680326,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 39 for shale gas
Conventional,No,EDF (2.3%),Processing,electricity,electricity,,8.16E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Conventional,Yes,EDF (2.3%),Processing,electricity,electricity,,8.16E-04,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Conventional,No,EDF (2.3%),Recovery,electricity,electricity,,2.56E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Conventional,Yes,EDF (2.3%),Recovery,electricity,electricity,,2.56E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for conventional gas
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,electricity,electricity,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,electricity,electricity,,0.000249588,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 47, 48% conventional, 52% shale"
Shale,No,EDF (2.3%),Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Shale,Yes,EDF (2.3%),Processing,electricity,electricity,,0.000816347,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Shale,No,EDF (2.3%),Recovery,electricity,electricity,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Shale,Yes,EDF (2.3%),Recovery,electricity,electricity,,0.000243666,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 47 for shale gas
Conventional,No,EDF (2.3%),Recovery,Gasoline,Gasoline,,2.56E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for conventional gas
Conventional,Yes,EDF (2.3%),Recovery,Gasoline,Gasoline,,2.56E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for conventional gas
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,Gasoline,Gasoline,,2.50E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 40, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,Gasoline,Gasoline,,2.50E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 40, 48% conventional, 52% shale"
Shale,No,EDF (2.3%),Recovery,Gasoline,Gasoline,,2.44E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for shale gas
Shale,Yes,EDF (2.3%),Recovery,Gasoline,Gasoline,,2.44E-04,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 40 for shale gas
Conventional,No,EDF (2.3%),Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EDF (2.3%),Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EDF (2.3%),Processing,total,n2o,,1.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF (2.3%),Processing,total,n2o,,1.66E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF (2.3%),Recovery,electricity,n2o,,5.06E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,Yes,EDF (2.3%),Recovery,electricity,n2o,,5.06E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Conventional,No,EDF (2.3%),Recovery,total,n2o,,1.05E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF (2.3%),Recovery,total,n2o,,2.08E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Processing,total,n2o,,1.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Processing,total,n2o,,1.66E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,electricity,n2o,,4.93E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,electricity,n2o,,4.93E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,total,n2o,,1.04E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,total,n2o,,2.19E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow, 48% conventional, 52% shale"
Shale,No,EDF (2.3%),Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,Yes,EDF (2.3%),Processing,electricity,n2o,,1.61E-09,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Shale,No,EDF (2.3%),Processing,total,n2o,,1.63E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EDF (2.3%),Processing,total,n2o,,1.67E-08,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,No,EDF (2.3%),Recovery,electricity,n2o,,4.82E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,Yes,EDF (2.3%),Recovery,electricity,n2o,,4.82E-10,kg/MJ,output,mass,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from electricity"" flow"
Shale,No,EDF (2.3%),Recovery,total,n2o,,1.03E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Shale,Yes,EDF (2.3%),Recovery,total,n2o,,2.28E-08,kg/MJ,output,mass,GREET,Total from recovery -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF (2.3%),Processing,Natural gas flared,natural gas flared,,3.09E-03,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Conventional,Yes,EDF (2.3%),Processing,Natural gas flared,natural gas flared,,3.09E-03,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Conventional,No,EDF (2.3%),Recovery,Natural gas flared,natural gas flared,,1.38E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Conventional,Yes,EDF (2.3%),Recovery,Natural gas flared,natural gas flared,,1.38E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for conventional gas
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Processing,Natural gas flared,natural gas flared,,3.09E-03,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Processing,Natural gas flared,natural gas flared,,3.09E-03,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,Natural gas flared,natural gas flared,,1.55E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,Natural gas flared,natural gas flared,,1.55E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 44, 48% conventional, 52% shale"
Shale,No,EDF (2.3%),Processing,Natural gas flared,natural gas flared,,3.09E-03,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Shale,Yes,EDF (2.3%),Processing,Natural gas flared,natural gas flared,,3.09E-03,MJ/MJ,input,energy,GREET,processing-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Shale,No,EDF (2.3%),Recovery,Natural gas flared,natural gas flared,,1.70E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Shale,Yes,EDF (2.3%),Recovery,Natural gas flared,natural gas flared,,1.70E-03,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,NG tab Row 44 for shale gas
Conventional,No,EDF (2.3%),Recovery,Natural gas: process fuel,natural gas,,2.20E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for conventional gas, natural gas: process fuel"
Conventional,Yes,EDF (2.3%),Recovery,Natural gas: process fuel,natural gas,,2.20E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for conventional gas, natural gas: process fuel"
Mix (~50/50 Conventional/Shale),No,EDF (2.3%),Recovery,Natural gas: process fuel,natural gas,,2.15E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41, 48% conventional, 52% shale, natural gas: process fuel"
Mix (~50/50 Conventional/Shale),Yes,EDF (2.3%),Recovery,Natural gas: process fuel,natural gas,,2.15E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41, 48% conventional, 52% shale, natural gas: process fuel"
Shale,No,EDF (2.3%),Recovery,Natural gas: process fuel,natural gas,,2.10E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for shale gas, natural gas: process fuel"
Shale,Yes,EDF (2.3%),Recovery,Natural gas: process fuel,natural gas,,2.10E-02,MJ/MJ,input,energy,GREET,recovery-NA (North America) and non-NA emissions are almost the same.,"NG tab Row 41 for shale gas, natural gas: process fuel"
Conventional,No,EDF (2.3%),Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,Yes,EDF (2.3%),Processing,electricity,nox,,7.23E-08,kg/MJ,output,mass,GREET,processing-NA (North America) and non-NA emissions are almost the same.,"See ""co2 from h2"" flow"
Conventional,No,EDF (2.3%),Processing,total,nox,,1.69E-06,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF (2.3%),Processing,total,nox,,1.71E-06,kg/MJ,output,mass,GREET,Total from processing (combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,No,EDF (2.3%),Processing: Non-Combustion ,total,nox,,1.47E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
Conventional,Yes,EDF (2.3%),Processing: Non-Combustion ,total,nox,,1.47E-06,kg/MJ,output,mass,GREET,Total from processing (non-combustion) -NA (North America) and non-NA emissions are almost the same.,"See ""co2"" flow"
